GEOLEV2,OWNED_HH,UNOWNED_HH,OWNED_UK_HH,OWNED_PCT,UNOWNED_PCT,OWNED_UK_PCT
484019022,10388,4372,0,70.38,29.62,0.0
484019023,923,335,0,73.37,26.63,0.0
484019024,4609,398,58,91.0,7.86,1.15
484019025,41057,14412,260,73.67,25.86,0.47
484019026,570293,95633,10303,84.33,14.14,1.52
484019027,1577,406,28,78.42,20.19,1.39
484019028,1119,460,0,70.87,29.13,0.0
484019029,4616,1146,34,79.64,19.77,0.59
484019030,3139,410,9,88.22,11.52,0.25
484019031,213464,39417,2081,83.72,15.46,0.82
484019032,4268,1568,8,73.03,26.83,0.14
484019033,64602,13857,348,81.97,17.58,0.44
484019034,3460,1946,18,63.79,35.88,0.33
484019035,704,150,3,82.15,17.5,0.35
484019036,6418,284,0,95.76,4.24,0.0
484019037,4930,940,26,83.62,15.94,0.44
484019038,42082,17590,64,70.45,29.45,0.11
484019039,900045,204917,24611,79.68,18.14,2.18
484019040,912,116,0,88.72,11.28,0.0
484019041,16504,3053,864,80.82,14.95,4.23
484019042,4420,1385,30,75.75,23.74,0.51
484019043,2192,430,0,83.6,16.4,0.0
484019044,23912,9552,112,71.22,28.45,0.33
484019045,25678,5488,1645,78.26,16.73,5.01
484019046,375650,62870,4442,84.8,14.19,1.0
484019047,12925,3402,1326,73.22,19.27,7.51
484019048,225056,42509,1360,83.69,15.81,0.51
484019049,28604,10584,270,72.49,26.82,0.68
484019050,1333,576,5,69.64,30.09,0.26
484019051,3461,877,30,79.24,20.08,0.69
484020001,1069,8,7,98.62,0.74,0.65
484020002,40012,5018,123,88.61,11.11,0.27
484020003,2451,37,7,98.24,1.48,0.28
484020004,843,166,0,83.55,16.45,0.0
484020005,12789,1314,0,90.68,9.32,0.0
484020006,14944,2580,30,85.13,14.7,0.17
484020007,2260,165,10,92.81,6.78,0.41
484020008,791,51,0,93.94,6.06,0.0
484020009,7002,84,1,98.8,1.19,0.01
484020010,12969,1359,24,90.36,9.47,0.17
484020011,1061,88,2,92.18,7.65,0.17
484020012,8816,389,66,95.09,4.2,0.71
484020013,2369,407,2,85.28,14.65,0.07
484020014,19678,5709,24,77.44,22.47,0.09
484020015,4612,25,48,98.44,0.53,1.02
484020016,8239,165,81,97.1,1.94,0.95
484020017,3170,123,9,96.0,3.73,0.27
484020018,776,41,2,94.75,5.01,0.24
484020019,2979,69,0,97.74,2.26,0.0
484020020,3450,338,62,89.61,8.78,1.61
484020021,12706,1877,50,86.83,12.83,0.34
484020022,798,58,0,93.22,6.78,0.0
484020023,17677,525,25,96.98,2.88,0.14
484020024,3386,406,10,89.06,10.68,0.26
484020025,9036,2836,144,75.2,23.6,1.2
484020026,7173,484,0,93.68,6.32,0.0
484020027,2242,207,4,91.4,8.44,0.16
484020028,17612,1592,268,90.45,8.18,1.38
484020029,4168,80,10,97.89,1.88,0.23
484020030,7198,1482,6,82.87,17.06,0.07
484020031,7146,248,13,96.48,3.35,0.18
484020032,907,121,5,87.8,11.71,0.48
484020033,2115,282,5,88.05,11.74,0.21
484020034,1360,57,0,95.98,4.02,0.0
484020035,458,66,0,87.4,12.6,0.0
484020036,5146,102,8,97.91,1.94,0.15
484020037,3767,525,37,87.02,12.13,0.85
484020038,1521,525,2,74.27,25.63,0.1
484020039,51663,17498,105,74.59,25.26,0.15
484020040,5882,85,7,98.46,1.42,0.12
484020041,26361,2273,300,91.11,7.86,1.04
484020042,8533,538,14,93.92,5.92,0.15
484020043,83260,8223,310,90.7,8.96,0.34
484020044,30156,9286,36,76.39,23.52,0.09
484020045,6017,839,15,87.57,12.21,0.22
484020046,3078,223,6,93.08,6.74,0.18
484020047,83,7,0,92.22,7.78,0.0
484020048,1277,6,21,97.93,0.46,1.61
484020049,1100,29,6,96.92,2.56,0.53
484020050,3715,43,14,98.49,1.14,0.37
484020051,4221,85,35,97.24,1.96,0.81
484020052,6040,670,9,89.89,9.97,0.13
484020053,1073,147,1,87.88,12.04,0.08
484020054,350,55,0,86.42,13.58,0.0
484020055,3103,380,8,88.89,10.89,0.23
484020056,1362,73,11,94.19,5.05,0.76
484020057,32753,5523,89,85.37,14.4,0.23
484020058,13129,216,86,97.75,1.61,0.64
484020059,34293,5529,101,85.9,13.85,0.25
484020060,2665,86,19,96.21,3.1,0.69
484020061,2414,137,1,94.59,5.37,0.04
484020062,489,97,0,83.45,16.55,0.0
484020063,3578,244,9,93.4,6.37,0.23
484020064,6545,616,0,91.4,8.6,0.0
484020065,1117,54,0,95.39,4.61,0.0
484020066,4630,646,2,87.72,12.24,0.04
484020067,198817,60241,2421,76.04,23.04,0.93
484020068,17243,4144,20,80.55,19.36,0.09
484020069,2205,222,17,90.22,9.08,0.7
484020070,6590,509,48,92.21,7.12,0.67
484020071,2433,617,8,79.56,20.18,0.26
484020072,6264,313,18,94.98,4.75,0.27
484020073,26781,4501,52,85.47,14.36,0.17
484020074,497,3,4,98.61,0.6,0.79
484020075,2334,314,2,88.08,11.85,0.08
484020076,3131,189,8,94.08,5.68,0.24
484020077,3293,260,12,92.37,7.29,0.34
484020078,965,119,8,88.37,10.9,0.73
484020079,66385,15908,8,80.66,19.33,0.01
484020080,1246,51,2,95.92,3.93,0.15
484020081,1587,285,1,84.73,15.22,0.05
484020082,3874,63,9,98.18,1.6,0.23
484020083,6488,1858,268,75.32,21.57,3.11
484020084,3560,304,0,92.13,7.87,0.0
484020085,21415,864,182,95.34,3.85,0.81
484020086,787,86,0,90.15,9.85,0.0
484020087,3051,985,5,75.5,24.38,0.12
484020088,2738,50,1,98.17,1.79,0.04
484020089,2040,107,1,94.97,4.98,0.05
484020090,6376,548,10,91.95,7.9,0.14
484020091,4690,1215,34,78.97,20.46,0.57
484020092,1349,84,4,93.88,5.85,0.28
484020093,450,28,0,94.14,5.86,0.0
484020094,1832,55,10,96.57,2.9,0.53
484020095,3860,94,27,96.96,2.36,0.68
484020096,695,77,0,90.03,9.97,0.0
484020097,1668,42,3,97.37,2.45,0.18
484020098,4261,106,7,97.42,2.42,0.16
484020099,459,14,1,96.84,2.95,0.21
484020100,473,24,0,95.17,4.83,0.0
484020101,677,39,10,93.25,5.37,1.38
484020102,4125,262,12,93.77,5.96,0.27
484020103,4595,962,4,82.63,17.3,0.07
484020104,2490,11,7,99.28,0.44,0.28
484020105,7933,167,21,97.69,2.06,0.26
484020106,283,5,0,98.26,1.74,0.0
484020107,16687,3470,12,82.74,17.2,0.06
484020108,4185,87,14,97.64,2.03,0.33
484020109,9131,1897,24,82.62,17.16,0.22
484020110,1596,7,0,99.56,0.44,0.0
484020111,4280,93,15,97.54,2.12,0.34
484020112,2334,80,0,96.69,3.31,0.0
484020113,2767,44,18,97.81,1.56,0.64
484020114,581,93,3,85.82,13.74,0.44
484020115,5733,1139,95,82.29,16.35,1.36
484020116,4048,4,0,99.9,0.1,0.0
484020117,2345,66,11,96.82,2.73,0.45
484020118,2341,104,19,95.01,4.22,0.77
484020119,385,14,0,96.49,3.51,0.0
484020120,317,46,2,86.85,12.6,0.55
484020121,623,27,5,95.11,4.12,0.76
484020122,644,19,9,95.83,2.83,1.34
484020123,2489,208,6,92.08,7.7,0.22
484020124,15728,1524,0,91.17,8.83,0.0
484020125,10642,135,108,97.77,1.24,0.99
484020126,4890,118,7,97.51,2.35,0.14
484020127,1255,16,0,98.74,1.26,0.0
484020128,1123,103,4,91.3,8.37,0.33
484020129,291,43,0,87.13,12.87,0.0
484020130,5742,390,53,92.84,6.31,0.86
484020131,11203,312,15,97.16,2.71,0.13
484020132,1070,169,0,86.36,13.64,0.0
484020133,3902,51,18,98.26,1.28,0.45
484020134,23151,606,946,93.72,2.45,3.83
484020135,6416,362,8,94.55,5.33,0.12
484020136,10059,21,9,99.7,0.21,0.09
484020137,3326,66,22,97.42,1.93,0.64
484020138,371,84,1,81.36,18.42,0.22
484020139,2062,58,16,96.54,2.72,0.75
484020140,786,39,0,95.27,4.73,0.0
484020141,7610,641,63,91.53,7.71,0.76
484020142,1125,26,3,97.49,2.25,0.26
484020143,8237,699,6,92.12,7.82,0.07
484020144,1013,94,3,91.26,8.47,0.27
484020145,2848,490,69,83.59,14.38,2.03
484020146,2635,25,6,98.84,0.94,0.23
484020147,339,34,0,90.88,9.12,0.0
484020148,1929,16,0,99.18,0.82,0.0
484020149,1354,138,1,90.69,9.24,0.07
484020150,9376,1331,0,87.57,12.43,0.0
484020151,364,28,0,92.86,7.14,0.0
484020152,2093,53,0,97.53,2.47,0.0
484020153,4271,433,14,90.53,9.18,0.3
484020154,2350,32,11,98.2,1.34,0.46
484020155,889,46,5,94.57,4.89,0.53
484020156,3161,261,15,91.97,7.59,0.44
484020157,11632,4080,40,73.84,25.9,0.25
484020158,2187,11,5,99.27,0.5,0.23
484020159,5275,140,4,97.34,2.58,0.07
484020160,1285,80,1,94.07,5.86,0.07
484020161,2411,144,4,94.22,5.63,0.16
484020162,1753,87,8,94.86,4.71,0.43
484020163,1366,212,12,85.91,13.33,0.75
484020164,2975,215,1,93.23,6.74,0.03
484020165,1334,169,0,88.76,11.24,0.0
484020166,9977,949,21,91.14,8.67,0.19
484020167,2067,5,7,99.42,0.24,0.34
484020168,936,40,1,95.8,4.09,0.1
484020169,3364,220,97,91.39,5.98,2.64
484020170,3796,18,27,98.83,0.47,0.7
484020171,16654,1719,105,90.13,9.3,0.57
484020172,356,71,3,82.79,16.51,0.7
484020173,3155,481,105,84.34,12.86,2.81
484020174,1706,18,0,98.96,1.04,0.0
484020175,2345,379,9,85.8,13.87,0.33
484020176,8327,1485,21,84.68,15.1,0.21
484020177,4593,987,36,81.78,17.57,0.64
484020178,1396,60,0,95.88,4.12,0.0
484020179,2045,276,4,87.96,11.87,0.17
484020180,340,77,0,81.53,18.47,0.0
484020181,2236,31,3,98.5,1.37,0.13
484020182,1408,32,1,97.71,2.22,0.07
484020183,125237,30490,123,80.36,19.56,0.08
484020184,7817,853,8,90.08,9.83,0.09
484020185,503,88,0,85.11,14.89,0.0
484020186,2505,7,23,98.82,0.28,0.91
484020187,8845,520,6,94.39,5.55,0.06
484020188,2449,58,1,97.65,2.31,0.04
484020189,19633,2486,292,87.6,11.09,1.3
484020190,305,15,0,95.31,4.69,0.0
484020191,1319,121,0,91.6,8.4,0.0
484020192,2335,208,0,91.82,8.18,0.0
484020193,1138,73,9,93.28,5.98,0.74
484020194,1205,42,0,96.63,3.37,0.0
484020195,378,24,0,94.03,5.97,0.0
484020196,2684,266,61,89.14,8.83,2.03
484020197,26753,1121,248,95.13,3.99,0.88
484020198,612,98,0,86.2,13.8,0.0
484020199,3765,125,20,96.29,3.2,0.51
484020200,1789,27,16,97.65,1.47,0.87
484020201,4307,128,41,96.22,2.86,0.92
484020202,3183,70,32,96.89,2.13,0.97
484020203,694,19,0,97.34,2.66,0.0
484020204,17464,176,0,99.0,1.0,0.0
484020205,2209,138,10,93.72,5.85,0.42
484020206,15978,936,18,94.37,5.53,0.11
484020207,7287,297,27,95.74,3.9,0.35
484020208,672,36,0,94.92,5.08,0.0
484020209,7403,234,39,96.44,3.05,0.51
484020210,3114,45,7,98.36,1.42,0.22
484020211,2795,3,9,99.57,0.11,0.32
484020212,3574,7,24,99.14,0.19,0.67
484020213,2197,70,5,96.7,3.08,0.22
484020214,621,141,0,81.5,18.5,0.0
484020215,1305,15,11,98.05,1.13,0.83
484020216,3376,18,51,98.0,0.52,1.48
484020217,540,62,5,88.96,10.21,0.82
484020218,2334,112,106,91.46,4.39,4.15
484020219,2643,126,1,95.42,4.55,0.04
484020220,1197,103,1,92.01,7.92,0.08
484020221,1405,123,2,91.83,8.04,0.13
484020222,449,0,0,100.0,0.0,0.0
484020223,574,105,0,84.54,15.46,0.0
484020224,5900,45,6,99.14,0.76,0.1
484020225,2630,65,5,97.41,2.41,0.19
484020226,11744,846,27,93.08,6.71,0.21
484020227,736,35,0,95.46,4.54,0.0
484020228,6995,22,31,99.25,0.31,0.44
484020229,858,142,2,85.63,14.17,0.2
484020230,2998,10,16,99.14,0.33,0.53
484020231,21036,366,18,98.21,1.71,0.08
484020232,1626,119,0,93.18,6.82,0.0
484020233,7500,27,27,99.29,0.36,0.36
484020234,3462,140,13,95.77,3.87,0.36
484020235,1447,73,2,95.07,4.8,0.13
484020236,1265,246,14,82.95,16.13,0.92
484020237,786,24,6,96.32,2.94,0.74
484020238,989,82,1,92.26,7.65,0.09
484020239,2386,64,6,97.15,2.61,0.24
484020240,1025,59,0,94.56,5.44,0.0
484020241,11607,330,145,96.07,2.73,1.2
484020242,1555,175,9,89.42,10.06,0.52
484020243,3454,209,6,94.14,5.7,0.16
484020244,1118,148,7,87.82,11.63,0.55
484020245,518,102,0,83.55,16.45,0.0
484020246,1366,94,7,93.12,6.41,0.48
484020247,14161,531,40,96.12,3.6,0.27
484020248,3211,264,0,92.4,7.6,0.0
484020249,976,203,0,82.78,17.22,0.0
484020250,1093,87,0,92.63,7.37,0.0
484020251,2036,75,5,96.22,3.54,0.24
484020252,2024,182,8,91.42,8.22,0.36
484020253,3100,160,19,94.54,4.88,0.58
484020254,2039,43,4,97.75,2.06,0.19
484020255,194,35,0,84.72,15.28,0.0
484020256,1018,67,0,93.82,6.18,0.0
484020257,642,85,17,86.29,11.42,2.28
484020258,2159,286,0,88.3,11.7,0.0
484020259,2435,42,0,98.3,1.7,0.0
484020260,8000,475,54,93.8,5.57,0.63
484020261,920,121,2,88.21,11.6,0.19
484020262,3379,82,11,97.32,2.36,0.32
484020263,2167,34,16,97.74,1.53,0.72
484020264,5738,714,8,88.82,11.05,0.12
484020265,8549,970,36,89.47,10.15,0.38
484020266,278,16,0,94.56,5.44,0.0
484020267,867,36,5,95.48,3.96,0.55
484020268,3994,106,8,97.22,2.58,0.19
484020269,1369,30,0,97.86,2.14,0.0
484020270,3190,55,0,98.31,1.69,0.0
484020271,6038,48,47,98.45,0.78,0.77
484020272,3348,143,6,95.74,4.09,0.17
484020273,1278,18,0,98.61,1.39,0.0
484020274,6779,44,6,99.27,0.64,0.09
484020275,777,24,0,97.0,3.0,0.0
484020276,13237,664,156,94.17,4.72,1.11
484020277,35498,1100,345,96.09,2.98,0.93
484020278,2703,97,23,95.75,3.44,0.81
484020279,2155,213,20,90.24,8.92,0.84
484020280,267,33,0,89.0,11.0,0.0
484020281,777,16,1,97.86,2.02,0.13
484020282,953,87,2,91.46,8.35,0.19
484020283,3057,73,21,97.02,2.32,0.67
484020284,3153,214,19,93.12,6.32,0.56
484020285,2862,338,15,89.02,10.51,0.47
484020286,310,32,0,90.64,9.36,0.0
484020287,592,19,0,96.89,3.11,0.0
484020288,1136,4,0,99.65,0.35,0.0
484020289,910,101,1,89.92,9.98,0.1
484020290,4086,44,37,98.06,1.06,0.89
484020291,1384,4,0,99.71,0.29,0.0
484020292,12325,3808,45,76.18,23.54,0.28
484020293,5522,633,6,89.63,10.27,0.1
484020294,8875,1651,36,84.03,15.63,0.34
484020295,814,115,0,87.62,12.38,0.0
484020296,2103,31,16,97.81,1.44,0.74
484020297,11086,1532,0,87.86,12.14,0.0
484020298,1035,73,0,93.41,6.59,0.0
484020299,6330,290,42,95.02,4.35,0.63
484020300,1237,285,18,80.32,18.51,1.17
484020301,4054,64,14,98.11,1.55,0.34
484020302,1004,164,0,85.96,14.04,0.0
484020303,819,27,3,96.47,3.18,0.35
484020304,3735,161,36,94.99,4.09,0.92
484020305,3745,29,60,97.68,0.76,1.56
484020306,8471,800,8,91.29,8.62,0.09
484020307,2665,155,19,93.87,5.46,0.67
484020308,10231,63,39,99.01,0.61,0.38
484020309,7148,674,10,91.27,8.61,0.13
484020310,449,7,0,98.46,1.54,0.0
484020311,11032,382,182,95.14,3.29,1.57
484020312,822,12,0,98.56,1.44,0.0
484020313,1596,97,0,94.27,5.73,0.0
484020314,1463,194,0,88.29,11.71,0.0
484020315,722,13,14,96.4,1.74,1.87
484020316,1320,71,3,94.69,5.09,0.22
484020317,32555,8708,324,78.28,20.94,0.78
484020318,1021,73,0,93.33,6.67,0.0
484020319,624,72,18,87.39,10.08,2.52
484020320,771,68,1,91.79,8.1,0.12
484020321,866,13,5,97.96,1.47,0.57
484020322,2112,11,12,98.92,0.52,0.56
484020323,36970,5321,72,87.27,12.56,0.17
484020324,10153,196,15,97.96,1.89,0.14
484020325,4876,78,0,98.43,1.57,0.0
484020326,12391,2512,100,82.59,16.74,0.67
484020327,1170,2,1,99.74,0.17,0.09
484020328,1172,147,1,88.79,11.14,0.08
484020329,4087,190,0,95.56,4.44,0.0
484020330,814,66,6,91.87,7.45,0.68
484020331,358,46,0,88.61,11.39,0.0
484020332,2312,246,25,89.51,9.52,0.97
484020333,39718,4661,156,89.18,10.47,0.35
484020334,985,16,1,98.3,1.6,0.1
484020335,2208,50,0,97.79,2.21,0.0
484020336,5005,362,37,92.62,6.7,0.68
484020337,6260,1680,0,78.84,21.16,0.0
484020338,3488,454,0,88.48,11.52,0.0
484020339,1725,141,0,92.44,7.56,0.0
484020340,207,25,0,89.22,10.78,0.0
484020341,1727,318,1,84.41,15.54,0.05
484020342,1660,95,19,93.57,5.36,1.07
484020343,2506,106,1,95.91,4.06,0.04
484020344,3727,235,0,94.07,5.93,0.0
484020345,1361,57,24,94.38,3.95,1.66
484020346,3621,35,8,98.83,0.96,0.22
484020347,6468,767,12,89.25,10.58,0.17
484020348,1738,179,38,88.9,9.16,1.94
484020349,13242,4350,36,75.12,24.68,0.2
484020350,2537,77,9,96.72,2.94,0.34
484020351,3711,32,16,98.72,0.85,0.43
484020352,1908,18,15,98.3,0.93,0.77
484020353,479,31,0,93.92,6.08,0.0
484020354,712,19,7,96.48,2.57,0.95
484020355,1859,108,8,94.13,5.47,0.41
484020356,842,66,0,92.73,7.27,0.0
484020357,1533,309,2,83.13,16.76,0.11
484020358,779,20,8,96.53,2.48,0.99
484020359,3259,280,18,91.62,7.87,0.51
484020360,907,0,9,99.02,0.0,0.98
484020361,1301,120,0,91.56,8.44,0.0
484020362,2541,86,6,96.51,3.27,0.23
484020363,12665,585,0,95.58,4.42,0.0
484020364,1199,105,0,91.95,8.05,0.0
484020365,3869,93,16,97.26,2.34,0.4
484020366,4507,12,24,99.21,0.26,0.53
484020367,1622,191,0,89.46,10.54,0.0
484020368,1709,128,4,92.83,6.95,0.22
484020369,526,153,0,77.47,22.53,0.0
484020370,901,37,4,95.65,3.93,0.42
484020371,1848,26,12,97.99,1.38,0.64
484020372,409,37,0,91.7,8.3,0.0
484020373,1422,42,0,97.13,2.87,0.0
484020374,7749,1932,33,79.77,19.89,0.34
484020375,307,47,0,86.72,13.28,0.0
484020376,10420,316,42,96.68,2.93,0.39
484020377,3265,334,14,90.37,9.24,0.39
484020378,2943,11,4,99.49,0.37,0.14
484020379,1785,158,26,90.66,8.02,1.32
484020380,2428,176,0,93.24,6.76,0.0
484020381,1160,10,0,99.15,0.85,0.0
484020382,604,1,0,99.83,0.17,0.0
484020383,4317,130,6,96.95,2.92,0.13
484020384,61182,14590,330,80.39,19.17,0.43
484020385,17731,117,46,99.09,0.65,0.26
484020386,2459,396,0,86.13,13.87,0.0
484020387,2453,82,0,96.77,3.23,0.0
484020388,868,45,1,94.97,4.92,0.11
484020389,30557,15619,110,66.02,33.74,0.24
484020390,3032,313,11,90.35,9.33,0.33
484020391,6552,98,25,98.16,1.47,0.37
484020392,3427,159,3,95.49,4.43,0.08
484020393,2695,67,8,97.29,2.42,0.29
484020394,1864,27,4,98.36,1.42,0.21
484020395,3215,27,4,99.04,0.83,0.12
484020396,31050,7831,50,79.76,20.12,0.13
484020397,3460,911,31,78.6,20.7,0.7
484020398,21832,5972,113,78.2,21.39,0.4
484020399,5259,682,7,88.42,11.47,0.12
484020400,19024,4368,82,81.04,18.61,0.35
484020401,946,132,1,87.67,12.23,0.09
484020402,2148,551,30,78.71,20.19,1.1
484020403,683,71,2,90.34,9.39,0.26
484020404,1575,348,5,81.69,18.05,0.26
484020405,19587,879,102,95.23,4.27,0.5
484020406,8246,394,0,95.44,4.56,0.0
484020407,469,7,4,97.71,1.46,0.83
484020408,6695,1815,105,77.71,21.07,1.22
484020409,3331,116,11,96.33,3.35,0.32
484020410,771,45,0,94.49,5.51,0.0
484020411,3157,120,5,96.19,3.66,0.15
484020412,27226,10238,68,72.54,27.28,0.18
484020413,11265,681,0,94.3,5.7,0.0
484020414,4466,375,27,91.74,7.7,0.55
484020415,485,19,0,96.23,3.77,0.0
484020416,9999,258,12,97.37,2.51,0.12
484020417,10867,1252,4,89.64,10.33,0.03
484020418,537,38,0,93.39,6.61,0.0
484020419,1650,24,6,98.21,1.43,0.36
484020420,3792,461,13,88.89,10.81,0.3
484020421,557,121,2,81.91,17.79,0.29
484020422,495,54,1,90.0,9.82,0.18
484020423,3829,141,16,96.06,3.54,0.4
484020424,2190,13,6,99.14,0.59,0.27
484020425,7733,89,27,98.52,1.13,0.34
484020426,12954,1144,69,91.44,8.08,0.49
484020427,1713,55,2,96.78,3.11,0.11
484020428,1450,74,0,95.14,4.86,0.0
484020429,236,16,0,93.65,6.35,0.0
484020430,1548,222,0,87.46,12.54,0.0
484020431,878,90,0,90.7,9.3,0.0
484020432,17486,283,141,97.63,1.58,0.79
484020433,4570,74,4,98.32,1.59,0.09
484020434,3396,109,0,96.89,3.11,0.0
484020435,1089,9,2,99.0,0.82,0.18
484020436,8670,363,26,95.71,4.01,0.29
484020437,1663,23,5,98.34,1.36,0.3
484020438,22425,764,84,96.36,3.28,0.36
484020439,879,17,0,98.1,1.9,0.0
484020440,7224,310,0,95.89,4.11,0.0
484020441,278,76,0,78.53,21.47,0.0
484020442,415,33,0,92.63,7.37,0.0
484020443,389,72,0,84.38,15.62,0.0
484020444,1601,31,10,97.5,1.89,0.61
484020445,6292,14,4,99.71,0.22,0.06
484020446,13877,1423,110,90.05,9.23,0.71
484020447,1992,17,0,99.15,0.85,0.0
484020448,3064,281,10,91.33,8.38,0.3
484020449,12143,61,43,99.15,0.5,0.35
484020450,1045,4,2,99.43,0.38,0.19
484020451,3611,514,14,87.24,12.42,0.34
484020452,3553,348,4,90.99,8.91,0.1
484020453,3135,20,0,99.37,0.63,0.0
484020454,2569,142,6,94.55,5.23,0.22
484020455,1602,77,0,95.41,4.59,0.0
484020456,3341,52,0,98.47,1.53,0.0
484020457,1084,31,0,97.22,2.78,0.0
484020458,3848,654,8,85.32,14.5,0.18
484020459,5136,222,43,95.09,4.11,0.8
484020460,538,76,0,87.62,12.38,0.0
484020461,582,81,0,87.78,12.22,0.0
484020462,402,72,0,84.81,15.19,0.0
484020463,1555,13,0,99.17,0.83,0.0
