GEOLEV2,INDIG_YES_POP,INDIG_NO_POP,INDIG_UK_POP,INDIG_YES_PCT,INDIG_NO_PCT,INDIGS_UK_PCT
484019025,10435,85915,67,10.82,89.11,0.07
484019026,29417,585913,2628,4.76,94.81,0.43
484019027,2,1902,0,0.11,99.89,0.0
484019028,57,1256,13,4.3,94.72,0.98
484019029,126,6595,16,1.87,97.89,0.24
484019030,26,3102,0,0.83,99.17,0.0
484019031,31410,413669,1015,7.04,92.73,0.23
484019032,8,5071,12,0.16,99.61,0.24
484019033,315,80305,13,0.39,99.59,0.02
484019034,321,4533,16,6.59,93.08,0.33
484019035,6,1420,0,0.42,99.58,0.0
484019036,81,7036,19,1.14,98.6,0.27
484019037,106,5556,21,1.87,97.77,0.37
484019038,1437,62283,79,2.25,97.62,0.12
484019039,53386,1029022,12479,4.88,93.98,1.14
484019040,32,843,0,3.66,96.34,0.0
484019041,19199,118467,426,13.9,85.79,0.31
484019042,35,5107,0,0.68,99.32,0.0
484019043,6,2266,0,0.26,99.74,0.0
484019044,320,33130,42,0.96,98.92,0.13
484019045,13293,68092,197,16.29,83.46,0.24
484019046,10845,387011,1612,2.71,96.88,0.4
484019047,482,14758,92,3.14,96.26,0.6
484019048,13463,276375,2756,4.6,94.46,0.94
484019049,1350,42928,612,3.01,95.63,1.36
484019050,162,1324,1,10.89,89.04,0.07
484019051,23,3419,9,0.67,99.07,0.26
484020001,770,23,0,97.1,2.9,0.0
484020002,20075,22522,215,46.89,52.61,0.5
484020003,2359,20,0,99.16,0.84,0.0
484020004,655,400,0,62.09,37.91,0.0
484020005,12484,2126,3,85.43,14.55,0.02
484020006,13671,5589,79,70.69,28.9,0.41
484020007,2266,40,0,98.27,1.73,0.0
484020008,561,138,4,79.8,19.63,0.57
484020009,6312,182,0,97.2,2.8,0.0
484020010,5129,7834,9,39.54,60.39,0.07
484020011,988,194,0,83.59,16.41,0.0
484020012,9503,803,0,92.21,7.79,0.0
484020013,1542,1381,0,52.75,47.25,0.0
484020014,21720,4939,188,80.9,18.4,0.7
484020015,4229,824,0,83.69,16.31,0.0
484020016,8778,110,11,98.64,1.24,0.12
484020017,1775,1661,0,51.66,48.34,0.0
484020018,321,396,0,44.77,55.23,0.0
484020019,2542,87,1,96.65,3.31,0.04
484020020,3617,840,0,81.15,18.85,0.0
484020021,4012,9604,52,29.35,70.27,0.38
484020022,689,40,1,94.38,5.48,0.14
484020023,14598,11185,2,56.61,43.38,0.01
484020024,3065,362,0,89.44,10.56,0.0
484020025,4858,5968,0,44.87,55.13,0.0
484020026,7429,1046,34,87.31,12.29,0.4
484020027,2022,57,0,97.26,2.74,0.0
484020028,9208,12683,0,42.06,57.94,0.0
484020029,3890,71,0,98.21,1.79,0.0
484020030,7093,1263,26,84.62,15.07,0.31
484020031,6609,77,42,98.23,1.14,0.62
484020032,283,728,0,27.99,72.01,0.0
484020033,1258,1546,4,44.8,55.06,0.14
484020034,780,433,0,64.3,35.7,0.0
484020035,500,48,1,91.07,8.74,0.18
484020036,4725,216,0,95.63,4.37,0.0
484020037,3185,946,0,77.1,22.9,0.0
484020038,1703,59,1,96.6,3.35,0.06
484020039,40360,33208,435,54.54,44.87,0.59
484020040,5845,75,6,98.63,1.27,0.1
484020041,29329,767,3,97.44,2.55,0.01
484020042,8883,405,34,95.29,4.34,0.36
484020043,96967,9821,1771,89.32,9.05,1.63
484020044,7944,30702,260,20.42,78.91,0.67
484020045,2051,5561,10,26.91,72.96,0.13
484020046,2414,415,0,85.33,14.67,0.0
484020047,76,2,1,96.2,2.53,1.27
484020048,938,353,0,72.66,27.34,0.0
484020049,953,167,0,85.09,14.91,0.0
484020050,3450,31,0,99.11,0.89,0.0
484020051,4434,93,1,97.92,2.05,0.02
484020052,3672,2062,4,63.99,35.94,0.07
484020053,1139,121,0,90.4,9.6,0.0
484020054,341,51,0,86.99,13.01,0.0
484020055,765,2745,0,21.79,78.21,0.0
484020056,453,909,0,33.26,66.74,0.0
484020057,20938,15113,217,57.73,41.67,0.6
484020058,11354,667,0,94.45,5.55,0.0
484020059,24087,21397,606,52.26,46.42,1.31
484020060,2335,20,0,99.15,0.85,0.0
484020061,1114,1602,0,41.02,58.98,0.0
484020062,452,20,0,95.76,4.24,0.0
484020063,1439,2702,0,34.75,65.25,0.0
484020064,6017,2083,13,74.16,25.67,0.16
484020065,990,26,0,97.44,2.56,0.0
484020066,3289,1852,1,63.96,36.02,0.02
484020067,120721,137027,1694,46.53,52.82,0.65
484020068,10330,12318,37,45.54,54.3,0.16
484020069,1152,1698,0,40.42,59.58,0.0
484020070,5719,343,12,94.16,5.65,0.2
484020071,1158,1921,0,37.61,62.39,0.0
484020072,6071,1533,0,79.84,20.16,0.0
484020073,19113,13295,264,58.5,40.69,0.81
484020074,433,6,0,98.63,1.37,0.0
484020075,1403,1169,0,54.55,45.45,0.0
484020076,1868,1348,0,58.08,41.92,0.0
484020077,2088,2106,0,49.79,50.21,0.0
484020078,745,508,0,59.46,40.54,0.0
484020079,33923,46349,483,42.01,57.39,0.6
484020080,754,765,0,49.64,50.36,0.0
484020081,1680,111,0,93.8,6.2,0.0
484020082,3708,211,0,94.62,5.38,0.0
484020083,4752,6051,24,43.89,55.89,0.22
484020084,1486,2555,0,36.77,63.23,0.0
484020085,23478,563,0,97.66,2.34,0.0
484020086,879,17,0,98.1,1.9,0.0
484020087,3476,1769,0,66.27,33.73,0.0
484020088,2152,552,1,79.56,20.41,0.04
484020089,718,1503,1,32.31,67.64,0.05
484020090,4352,1544,0,73.81,26.19,0.0
484020091,2011,4066,0,33.09,66.91,0.0
484020092,1268,420,0,75.12,24.88,0.0
484020093,417,70,0,85.63,14.37,0.0
484020094,1630,127,0,92.77,7.23,0.0
484020095,4085,158,0,96.28,3.72,0.0
484020096,592,124,0,82.68,17.32,0.0
484020097,1629,34,0,97.96,2.04,0.0
484020098,3877,76,0,98.08,1.92,0.0
484020099,17,343,0,4.72,95.28,0.0
484020100,362,12,1,96.53,3.2,0.27
484020101,550,160,0,77.46,22.54,0.0
484020102,2927,2198,0,57.11,42.89,0.0
484020103,5308,471,0,91.85,8.15,0.0
484020104,2372,158,0,93.75,6.25,0.0
484020105,7057,146,2,97.95,2.03,0.03
484020106,236,8,0,96.72,3.28,0.0
484020107,10789,14024,139,43.24,56.2,0.56
484020108,2496,191,0,92.89,7.11,0.0
484020109,5930,4678,49,55.64,43.9,0.46
484020110,1509,14,1,99.02,0.92,0.07
484020111,4433,127,3,97.15,2.78,0.07
484020112,2412,89,1,96.4,3.56,0.04
484020113,2616,365,0,87.76,12.24,0.0
484020114,632,13,0,97.98,2.02,0.0
484020115,4845,4805,14,50.13,49.72,0.14
484020116,3857,44,0,98.87,1.13,0.0
484020117,2072,25,0,98.81,1.19,0.0
484020118,2226,91,0,96.07,3.93,0.0
484020119,688,27,0,96.22,3.78,0.0
484020120,275,15,0,94.83,5.17,0.0
484020121,551,26,0,95.49,4.51,0.0
484020122,603,19,0,96.95,3.05,0.0
484020123,1302,1352,0,49.06,50.94,0.0
484020124,18161,588,9,96.82,3.13,0.05
484020125,10398,621,0,94.36,5.64,0.0
484020126,4955,151,0,97.04,2.96,0.0
484020127,1165,26,0,97.82,2.18,0.0
484020128,1206,43,0,96.56,3.44,0.0
484020129,299,40,0,88.2,11.8,0.0
484020130,4842,55,0,98.88,1.12,0.0
484020131,10558,322,11,96.94,2.96,0.1
484020132,941,327,0,74.21,25.79,0.0
484020133,3639,57,1,98.43,1.54,0.03
484020134,25985,557,134,97.41,2.09,0.5
484020135,6798,939,14,87.7,12.11,0.18
484020136,11271,104,61,98.56,0.91,0.53
484020137,2477,748,0,76.81,23.19,0.0
484020138,407,24,0,94.43,5.57,0.0
484020139,1912,142,0,93.09,6.91,0.0
484020140,681,86,0,88.79,11.21,0.0
484020141,7667,497,2,93.89,6.09,0.02
484020142,795,22,0,97.31,2.69,0.0
484020143,6953,2061,0,77.14,22.86,0.0
484020144,901,79,0,91.94,8.06,0.0
484020145,3042,1942,3,61.0,38.94,0.06
484020146,2582,24,0,99.08,0.92,0.0
484020147,219,143,0,60.5,39.5,0.0
484020148,2004,43,0,97.9,2.1,0.0
484020149,972,938,2,50.84,49.06,0.1
484020150,5549,7547,2,42.37,57.62,0.02
484020151,222,78,0,74.0,26.0,0.0
484020152,2000,194,3,91.03,8.83,0.14
484020153,2329,2333,0,49.96,50.04,0.0
484020154,1548,657,0,70.2,29.8,0.0
484020155,566,441,0,56.21,43.79,0.0
484020156,3256,226,3,93.43,6.48,0.09
484020157,4824,11319,54,29.78,69.88,0.33
484020158,1958,112,0,94.59,5.41,0.0
484020159,3616,1597,0,69.37,30.63,0.0
484020160,704,650,0,51.99,48.01,0.0
484020161,2200,408,1,84.32,15.64,0.04
484020162,1531,405,0,79.08,20.92,0.0
484020163,1439,43,0,97.1,2.9,0.0
484020164,2503,203,0,92.5,7.5,0.0
484020165,920,616,0,59.9,40.1,0.0
484020166,10007,767,0,92.88,7.12,0.0
484020167,682,1332,0,33.86,66.14,0.0
484020168,230,654,0,26.02,73.98,0.0
484020169,3818,91,0,97.67,2.33,0.0
484020170,3514,48,0,98.65,1.35,0.0
484020171,16748,163,0,99.04,0.96,0.0
484020172,365,35,0,91.25,8.75,0.0
484020173,2168,2194,0,49.7,50.3,0.0
484020174,1207,133,0,90.07,9.93,0.0
484020175,2140,399,0,84.29,15.71,0.0
484020176,4915,4663,82,50.88,48.27,0.85
484020177,3401,2998,0,53.15,46.85,0.0
484020178,728,662,0,52.37,47.63,0.0
484020179,840,1406,2,37.37,62.54,0.09
484020180,310,125,0,71.26,28.74,0.0
484020181,2013,28,0,98.63,1.37,0.0
484020182,1158,212,0,84.53,15.47,0.0
484020183,79874,70119,944,52.92,46.46,0.63
484020184,3721,4687,11,44.2,55.67,0.13
484020185,198,295,0,40.16,59.84,0.0
484020186,1672,13,0,99.23,0.77,0.0
484020187,8374,743,0,91.85,8.15,0.0
484020188,2846,84,0,97.13,2.87,0.0
484020189,18658,2177,121,89.03,10.39,0.58
484020190,262,24,0,91.61,8.39,0.0
484020191,908,572,0,61.35,38.65,0.0
484020192,1242,1411,4,46.74,53.11,0.15
484020193,1282,34,0,97.42,2.58,0.0
484020194,1000,22,0,97.85,2.15,0.0
484020195,380,15,0,96.2,3.8,0.0
484020196,2998,160,0,94.93,5.07,0.0
484020197,25311,2972,34,89.38,10.5,0.12
484020198,268,210,0,56.07,43.93,0.0
484020199,3430,90,0,97.44,2.56,0.0
484020200,1720,51,0,97.12,2.88,0.0
484020201,3857,429,2,89.95,10.0,0.05
484020202,2255,1065,0,67.92,32.08,0.0
484020203,563,50,0,91.84,8.16,0.0
484020204,15726,143,25,98.94,0.9,0.16
484020205,1782,530,0,77.08,22.92,0.0
484020206,16568,1429,3,92.04,7.94,0.02
484020207,6470,131,0,98.02,1.98,0.0
484020208,576,8,0,98.63,1.37,0.0
484020209,5390,64,0,98.83,1.17,0.0
484020210,3001,143,2,95.39,4.55,0.06
484020211,2896,10,0,99.66,0.34,0.0
484020212,3805,66,0,98.3,1.7,0.0
484020213,1883,52,1,97.26,2.69,0.05
484020214,626,166,0,79.04,20.96,0.0
484020215,1143,24,0,97.94,2.06,0.0
484020216,2925,85,0,97.18,2.82,0.0
484020217,503,24,0,95.45,4.55,0.0
484020218,2247,284,2,88.71,11.21,0.08
484020219,2449,91,0,96.42,3.58,0.0
484020220,1138,305,0,78.86,21.14,0.0
484020221,1356,18,0,98.69,1.31,0.0
484020222,406,5,0,98.78,1.22,0.0
484020223,503,112,0,81.79,18.21,0.0
484020224,5238,375,0,93.32,6.68,0.0
484020225,2063,776,0,72.67,27.33,0.0
484020226,8925,8697,35,50.55,49.26,0.2
484020227,771,2,0,99.74,0.26,0.0
484020228,8293,112,0,98.67,1.33,0.0
484020229,745,141,1,83.99,15.9,0.11
484020230,2969,50,0,98.34,1.66,0.0
484020231,20428,377,0,98.19,1.81,0.0
484020232,1600,51,0,96.91,3.09,0.0
484020233,6626,98,0,98.54,1.46,0.0
484020234,1804,1772,0,50.45,49.55,0.0
484020235,1264,17,0,98.67,1.33,0.0
484020236,564,918,0,38.06,61.94,0.0
484020237,563,381,0,59.64,40.36,0.0
484020238,922,56,0,94.27,5.73,0.0
484020239,2480,45,1,98.18,1.78,0.04
484020240,786,202,0,79.55,20.45,0.0
484020241,11277,311,0,97.32,2.68,0.0
484020242,1482,403,2,78.54,21.36,0.11
484020243,2649,1094,0,70.77,29.23,0.0
484020244,818,424,0,65.86,34.14,0.0
484020245,549,24,0,95.81,4.19,0.0
484020246,1384,106,0,92.89,7.11,0.0
484020247,14418,197,3,98.63,1.35,0.02
484020248,3450,161,0,95.54,4.46,0.0
484020249,1039,152,0,87.24,12.76,0.0
484020250,666,464,1,58.89,41.03,0.09
484020251,2111,23,1,98.88,1.08,0.05
484020252,1359,569,0,70.49,29.51,0.0
484020253,1168,1850,5,38.64,61.2,0.17
484020254,1628,240,0,87.15,12.85,0.0
484020255,139,81,0,63.18,36.82,0.0
484020256,994,17,0,98.32,1.68,0.0
484020257,578,95,0,85.88,14.12,0.0
484020258,1805,208,0,89.67,10.33,0.0
484020259,2043,28,0,98.65,1.35,0.0
484020260,5147,1305,0,79.77,20.23,0.0
484020261,904,34,0,96.38,3.62,0.0
484020262,2645,390,0,87.15,12.85,0.0
484020263,1936,48,0,97.58,2.42,0.0
484020264,6303,103,0,98.39,1.61,0.0
484020265,6295,1875,0,77.05,22.95,0.0
484020266,235,5,0,97.92,2.08,0.0
484020267,479,615,0,43.78,56.22,0.0
484020268,3948,91,10,97.51,2.25,0.25
484020269,1124,46,0,96.07,3.93,0.0
484020270,2883,59,5,97.83,2.0,0.17
484020271,5731,93,0,98.4,1.6,0.0
484020272,3295,259,0,92.71,7.29,0.0
484020273,1204,25,0,97.97,2.03,0.0
484020274,6820,77,0,98.88,1.12,0.0
484020275,667,4,0,99.4,0.6,0.0
484020276,5720,5871,23,49.25,50.55,0.2
484020277,34380,1407,276,95.33,3.9,0.77
484020278,2623,126,0,95.42,4.58,0.0
484020279,1799,137,2,92.83,7.07,0.1
484020280,220,74,0,74.83,25.17,0.0
484020281,606,21,0,96.65,3.35,0.0
484020282,810,191,0,80.92,19.08,0.0
484020283,2713,227,1,92.25,7.72,0.03
484020284,2305,1175,0,66.24,33.76,0.0
484020285,2758,187,0,93.65,6.35,0.0
484020286,266,34,0,88.67,11.33,0.0
484020287,561,1,0,99.82,0.18,0.0
484020288,301,853,0,26.08,73.92,0.0
484020289,492,510,0,49.1,50.9,0.0
484020290,2965,1125,0,72.49,27.51,0.0
484020291,1257,135,0,90.3,9.7,0.0
484020292,5823,10653,0,35.34,64.66,0.0
484020293,3645,3094,2,54.07,45.9,0.03
484020294,3991,5492,67,41.79,57.51,0.7
484020295,885,22,2,97.36,2.42,0.22
484020296,2542,26,0,98.99,1.01,0.0
484020297,10917,2071,6,84.02,15.94,0.05
484020298,1070,6,0,99.44,0.56,0.0
484020299,5506,759,0,87.89,12.11,0.0
484020300,1113,410,0,73.08,26.92,0.0
484020301,3639,625,0,85.34,14.66,0.0
484020302,1007,27,0,97.39,2.61,0.0
484020303,609,79,0,88.52,11.48,0.0
484020304,4055,153,0,96.36,3.64,0.0
484020305,4147,211,0,95.16,4.84,0.0
484020306,8478,765,0,91.72,8.28,0.0
484020307,2902,242,0,92.3,7.7,0.0
484020308,9424,139,0,98.55,1.45,0.0
484020309,7517,6186,13,54.8,45.1,0.09
484020310,461,3,0,99.35,0.65,0.0
484020311,10358,190,21,98.0,1.8,0.2
484020312,685,25,0,96.48,3.52,0.0
484020313,837,848,0,49.67,50.33,0.0
484020314,1777,32,0,98.23,1.77,0.0
484020315,672,19,4,96.69,2.73,0.58
484020316,1027,159,0,86.59,13.41,0.0
484020317,27979,18646,78,59.91,39.92,0.17
484020318,930,5,0,99.47,0.53,0.0
484020319,653,18,2,97.03,2.67,0.3
484020320,232,477,0,32.72,67.28,0.0
484020321,746,5,0,99.33,0.67,0.0
484020322,2265,22,0,99.04,0.96,0.0
484020323,22795,22366,248,50.2,49.25,0.55
484020324,11064,142,0,98.73,1.27,0.0
484020325,4680,49,0,98.96,1.04,0.0
484020326,6758,7806,123,46.01,53.15,0.84
484020327,300,1053,1,22.16,77.77,0.07
484020328,921,170,0,84.42,15.58,0.0
484020329,3784,289,0,92.9,7.1,0.0
484020330,849,55,0,93.92,6.08,0.0
484020331,296,55,0,84.33,15.67,0.0
484020332,1510,1515,5,49.83,50.0,0.17
484020333,34556,13328,4,72.16,27.83,0.01
484020334,821,17,0,97.97,2.03,0.0
484020335,1600,13,0,99.19,0.81,0.0
484020336,5031,98,2,98.05,1.91,0.04
484020337,4503,5081,7,46.95,52.98,0.07
484020338,3172,948,1,76.97,23.0,0.02
484020339,1516,168,2,89.92,9.96,0.12
484020340,205,20,0,91.11,8.89,0.0
484020341,2267,1667,0,57.63,42.37,0.0
484020342,1428,500,1,74.03,25.92,0.05
484020343,2099,543,0,79.45,20.55,0.0
484020344,2750,1211,0,69.43,30.57,0.0
484020345,1406,60,0,95.91,4.09,0.0
484020346,3504,494,4,87.56,12.34,0.1
484020347,6245,1512,12,80.38,19.46,0.15
484020348,1836,245,0,88.23,11.77,0.0
484020349,5050,11281,21,30.88,68.99,0.13
484020350,1341,1314,0,50.51,49.49,0.0
484020351,4476,41,0,99.09,0.91,0.0
484020352,1419,840,0,62.82,37.18,0.0
484020353,445,10,0,97.8,2.2,0.0
484020354,639,11,0,98.31,1.69,0.0
484020355,1940,131,0,93.67,6.33,0.0
484020356,607,208,0,74.48,25.52,0.0
484020357,726,1153,0,38.64,61.36,0.0
484020358,612,7,0,98.87,1.13,0.0
484020359,3052,749,0,80.29,19.71,0.0
484020360,795,3,0,99.62,0.38,0.0
484020361,1185,257,0,82.18,17.82,0.0
484020362,2326,218,0,91.43,8.57,0.0
484020363,12287,5025,119,70.49,28.83,0.68
484020364,985,40,0,96.1,3.9,0.0
484020365,3073,378,0,89.05,10.95,0.0
484020366,4256,73,0,98.31,1.69,0.0
484020367,798,1155,0,40.86,59.14,0.0
484020368,576,1522,0,27.45,72.55,0.0
484020369,555,75,0,88.1,11.9,0.0
484020370,910,23,0,97.53,2.47,0.0
484020371,1165,50,1,95.81,4.11,0.08
484020372,179,206,0,46.49,53.51,0.0
484020373,1458,94,0,93.94,6.06,0.0
484020374,6012,6545,11,47.84,52.08,0.09
484020375,233,114,0,67.15,32.85,0.0
484020376,9783,492,0,95.21,4.79,0.0
484020377,2331,1217,0,65.7,34.3,0.0
484020378,2689,69,0,97.5,2.5,0.0
484020379,2017,133,0,93.81,6.19,0.0
484020380,1269,1504,0,45.76,54.24,0.0
484020381,1058,62,0,94.46,5.54,0.0
484020382,517,38,1,92.99,6.83,0.18
484020383,4316,202,0,95.53,4.47,0.0
484020384,45742,50023,55,47.74,52.21,0.06
484020385,17498,363,4,97.95,2.03,0.02
484020386,815,1977,0,29.19,70.81,0.0
484020387,2089,570,0,78.56,21.44,0.0
484020388,855,17,0,98.05,1.95,0.0
484020389,16849,30176,192,35.68,63.91,0.41
484020390,3117,57,0,98.2,1.8,0.0
484020391,6010,69,0,98.86,1.14,0.0
484020392,3824,135,0,96.59,3.41,0.0
484020393,2615,18,0,99.32,0.68,0.0
484020394,1506,26,0,98.3,1.7,0.0
484020395,3066,27,0,99.13,0.87,0.0
484020396,27726,9907,283,73.12,26.13,0.75
484020397,3231,1432,0,69.29,30.71,0.0
484020398,20365,19523,0,51.06,48.94,0.0
484020399,2695,3272,0,45.17,54.83,0.0
484020400,12312,13029,80,48.43,51.25,0.31
484020401,211,795,0,20.97,79.03,0.0
484020402,1477,2128,0,40.97,59.03,0.0
484020403,464,270,0,63.22,36.78,0.0
484020404,1230,512,2,70.53,29.36,0.11
484020405,19889,202,0,98.99,1.01,0.0
484020406,8590,399,0,95.56,4.44,0.0
484020407,468,7,0,98.53,1.47,0.0
484020408,3019,5589,8,35.04,64.87,0.09
484020409,2972,190,4,93.87,6.0,0.13
484020410,734,141,0,83.89,16.11,0.0
484020411,2861,124,0,95.85,4.15,0.0
484020412,19941,28340,66,41.25,58.62,0.14
484020413,6547,4822,1,57.58,42.41,0.01
484020414,3258,1337,0,70.9,29.1,0.0
484020415,416,22,0,94.98,5.02,0.0
484020416,8624,505,6,94.41,5.53,0.07
484020417,5834,5398,30,51.8,47.93,0.27
484020418,549,16,0,97.17,2.83,0.0
484020419,1522,36,0,97.69,2.31,0.0
484020420,3177,1322,0,70.62,29.38,0.0
484020421,534,36,0,93.68,6.32,0.0
484020422,363,79,0,82.13,17.87,0.0
484020423,3341,225,0,93.69,6.31,0.0
484020424,1903,56,0,97.14,2.86,0.0
484020425,8228,79,0,99.05,0.95,0.0
484020426,12198,3634,74,76.69,22.85,0.47
484020427,1777,192,0,90.25,9.75,0.0
484020428,629,811,0,43.68,56.32,0.0
484020429,233,74,0,75.9,24.1,0.0
484020430,922,820,0,52.93,47.07,0.0
484020431,856,16,0,98.17,1.83,0.0
484020432,17507,707,35,95.93,3.87,0.19
484020433,3678,73,1,98.03,1.95,0.03
484020434,3288,34,0,98.98,1.02,0.0
484020435,843,8,0,99.06,0.94,0.0
484020436,8822,177,2,98.01,1.97,0.02
484020437,1633,39,0,97.67,2.33,0.0
484020438,17252,6627,16,72.2,27.73,0.07
484020439,745,24,0,96.88,3.12,0.0
484020440,8376,182,51,97.29,2.11,0.59
484020441,211,24,0,89.79,10.21,0.0
484020442,396,16,0,96.12,3.88,0.0
484020443,448,6,0,98.68,1.32,0.0
484020444,1596,5,0,99.69,0.31,0.0
484020445,5619,58,0,98.98,1.02,0.0
484020446,11145,4901,10,69.41,30.52,0.06
484020447,2139,160,2,92.96,6.95,0.09
484020448,1404,1708,1,45.1,54.87,0.03
484020449,12497,263,5,97.9,2.06,0.04
484020450,903,16,0,98.26,1.74,0.0
484020451,4006,197,0,95.31,4.69,0.0
484020452,3441,292,1,92.15,7.82,0.03
484020453,3293,35,0,98.95,1.05,0.0
484020454,1382,1330,0,50.96,49.04,0.0
484020455,1375,210,0,86.75,13.25,0.0
484020456,3161,24,0,99.25,0.75,0.0
484020457,1057,28,0,97.42,2.58,0.0
484020458,3805,831,7,81.95,17.9,0.15
484020459,4622,231,0,95.24,4.76,0.0
484020460,312,191,0,62.03,37.97,0.0
484020461,426,75,0,85.03,14.97,0.0
484020462,285,32,0,89.91,10.09,0.0
484020463,1521,18,0,98.83,1.17,0.0
484020464,12547,424,1,96.72,3.27,0.01
484020465,12814,5069,137,71.11,28.13,0.76
