GEOLEV2,INDIG_YES_POP,INDIG_NO_POP,INDIG_UK_POP,INDIG_YES_PCT,INDIG_NO_PCT,INDIGS_UK_PCT
484020466,12849,260,32,97.78,1.98,0.24
484020467,27781,3934,168,87.13,12.34,0.53
484020468,4095,102,6,97.43,2.43,0.14
484020469,392,5,0,98.74,1.26,0.0
484020470,2966,255,0,92.08,7.92,0.0
484020471,1206,19,0,98.45,1.55,0.0
484020472,905,2348,3,27.79,72.11,0.09
484020473,9359,306,9,96.74,3.16,0.09
484020474,310,88,0,77.89,22.11,0.0
484020475,229,1020,1,18.32,81.6,0.08
484020476,938,569,2,62.16,37.71,0.13
484020477,147,22,0,86.98,13.02,0.0
484020478,1270,2,0,99.84,0.16,0.0
484020479,1776,27,0,98.5,1.5,0.0
484020480,27844,24319,202,53.17,46.44,0.39
484020481,3840,6558,0,36.93,63.07,0.0
484020482,3044,1130,0,72.93,27.07,0.0
484020483,409,2497,0,14.07,85.93,0.0
484020484,1796,532,0,77.15,22.85,0.0
484020485,1070,780,0,57.84,42.16,0.0
484020486,107,18,1,84.92,14.29,0.79
484020487,3591,1054,1,77.29,22.69,0.02
484020488,2790,43,0,98.48,1.52,0.0
484020489,4260,181,0,95.92,4.08,0.0
484020490,2490,107,0,95.88,4.12,0.0
484020491,378,148,0,71.86,28.14,0.0
484020492,5676,163,0,97.21,2.79,0.0
484020493,2716,109,0,96.14,3.86,0.0
484020494,1635,125,1,92.84,7.1,0.06
484020495,3885,120,1,96.98,3.0,0.02
484020496,6469,653,8,90.73,9.16,0.11
484020497,1080,754,9,58.6,40.91,0.49
484020498,7193,329,0,95.63,4.37,0.0
484020499,849,110,0,88.53,11.47,0.0
484020500,4708,46,0,99.03,0.97,0.0
484020501,408,3,0,99.27,0.73,0.0
484020502,1393,113,2,92.37,7.49,0.13
484020503,3875,3525,2,52.35,47.62,0.03
484020504,754,3,0,99.6,0.4,0.0
484020505,697,2281,2,23.39,76.54,0.07
484020506,1332,216,1,85.99,13.94,0.06
484020507,10212,350,0,96.69,3.31,0.0
484020508,625,72,1,89.54,10.32,0.14
484020509,3044,83,0,97.35,2.65,0.0
484020510,885,133,1,86.85,13.05,0.1
484020511,7827,666,20,91.94,7.82,0.23
484020512,862,28,0,96.85,3.15,0.0
484020513,44005,20561,53,68.1,31.82,0.08
484020514,4599,342,1,93.06,6.92,0.02
484020515,5393,85,0,98.45,1.55,0.0
484020516,81,28,1,73.64,25.45,0.91
484020517,2025,1220,0,62.4,37.6,0.0
484020518,5627,1410,4,79.92,20.03,0.06
484020519,224,12,2,94.12,5.04,0.84
484020520,1123,17,0,98.51,1.49,0.0
484020521,1230,294,0,80.71,19.29,0.0
484020522,252,67,0,79.0,21.0,0.0
484020523,8313,3640,3,69.53,30.44,0.03
484020524,2325,21,0,99.1,0.9,0.0
484020525,744,122,0,85.91,14.09,0.0
484020526,1327,8,0,99.4,0.6,0.0
484020527,3079,612,0,83.42,16.58,0.0
484020528,2289,194,0,92.19,7.81,0.0
484020529,3735,99,0,97.42,2.58,0.0
484020530,1349,1243,0,52.04,47.96,0.0
484020531,3283,31,0,99.06,0.94,0.0
484020532,3004,21,2,99.24,0.69,0.07
484020533,389,44,2,89.43,10.11,0.46
484020534,5145,1208,10,80.86,18.98,0.16
484020535,494,182,0,73.08,26.92,0.0
484020536,1689,4412,1,27.68,72.3,0.02
484020537,4643,2985,2,60.85,39.12,0.03
484020538,1449,14,0,99.04,0.96,0.0
484020539,473,377,0,55.65,44.35,0.0
484020540,5529,431,0,92.77,7.23,0.0
484020541,957,20,0,97.95,2.05,0.0
484020542,5803,347,0,94.36,5.64,0.0
484020543,875,70,0,92.59,7.41,0.0
484020544,1435,412,0,77.69,22.31,0.0
484020545,8865,1949,25,81.79,17.98,0.23
484020546,5165,361,1,93.45,6.53,0.02
484020547,19846,7798,412,70.74,27.79,1.47
484020548,347,52,0,86.97,13.03,0.0
484020549,4969,6538,36,43.05,56.64,0.31
484020550,5443,72,0,98.69,1.31,0.0
484020551,1936,1342,0,59.06,40.94,0.0
484020552,115,178,1,39.12,60.54,0.34
484020553,12290,1666,20,87.94,11.92,0.14
484020554,919,411,0,69.1,30.9,0.0
484020555,20328,1265,16,94.07,5.85,0.07
484020556,6010,176,13,96.95,2.84,0.21
484020557,1704,1108,0,60.6,39.4,0.0
484020558,1159,417,0,73.54,26.46,0.0
484020559,268,922,0,22.52,77.48,0.0
484020560,1103,13,1,98.75,1.16,0.09
484020561,21969,22198,57,49.68,50.19,0.13
484020562,2266,624,0,78.41,21.59,0.0
484020563,1943,1200,2,61.78,38.16,0.06
484020564,1485,102,0,93.57,6.43,0.0
484020565,1234,130,0,90.47,9.53,0.0
484020566,11727,9322,3,55.7,44.28,0.01
484021001,19639,47812,28,29.1,70.85,0.04
484021002,4833,3818,19,55.74,44.04,0.22
484021003,13342,22200,82,37.45,62.32,0.23
484021004,3602,55525,259,6.07,93.5,0.44
484021005,2566,355,0,87.85,12.15,0.0
484021006,12175,1536,19,88.67,11.19,0.14
484021007,1641,1363,0,54.63,45.37,0.0
484021008,2475,8295,53,22.87,76.64,0.49
484021009,400,1675,0,19.28,80.72,0.0
484021010,50333,19607,155,71.81,27.97,0.22
484021011,1082,701,0,60.68,39.32,0.0
484021012,1999,4285,0,31.81,68.19,0.0
484021013,16920,4407,39,79.19,20.63,0.18
484021014,4360,190,0,95.82,4.18,0.0
484021015,33973,85007,11,28.55,71.44,0.01
484021016,3933,4513,10,46.51,53.37,0.12
484021017,23860,3764,91,86.09,13.58,0.33
484021018,1477,2135,0,40.89,59.11,0.0
484021019,48290,85109,413,36.09,63.6,0.31
484021020,4702,2542,10,64.82,35.04,0.14
484021021,410,1030,0,28.47,71.53,0.0
484021022,3751,8329,18,31.01,68.85,0.15
484021023,1780,6630,18,21.12,78.67,0.21
484021024,41,885,3,4.41,95.26,0.32
484021025,5950,1758,22,76.97,22.74,0.28
484021026,9573,4886,11,66.16,33.77,0.08
484021027,3665,272,0,93.09,6.91,0.0
484021028,2596,4,0,99.85,0.15,0.0
484021029,3477,141,0,96.1,3.9,0.0
484021030,733,2,0,99.73,0.27,0.0
484021031,642,2027,0,24.05,75.95,0.0
484021032,875,437,0,66.69,33.31,0.0
484021033,3535,1563,1,69.33,30.65,0.02
484021034,9618,34563,15,21.76,78.2,0.03
484021035,12757,6761,44,65.21,34.56,0.22
484021036,13569,194,5,98.55,1.41,0.04
484021037,1569,673,1,69.95,30.0,0.04
484021038,444,9327,22,4.53,95.24,0.22
484021039,8769,446,28,94.87,4.83,0.3
484021040,2182,9400,3,18.83,81.14,0.03
484021041,22094,108848,50,16.87,83.1,0.04
484021042,1000,2111,0,32.14,67.86,0.0
484021043,39661,7243,113,84.35,15.41,0.24
484021044,6149,10056,20,37.9,61.98,0.12
484021045,1382,42784,152,3.12,96.54,0.34
484021046,3323,4268,32,43.59,55.99,0.42
484021047,2050,18475,75,9.95,89.68,0.36
484021048,6055,14808,12,29.01,70.94,0.06
484021049,15272,863,25,94.5,5.34,0.15
484021050,21405,3734,85,84.86,14.8,0.34
484021051,4451,30495,53,12.72,87.13,0.15
484021052,1133,52,0,95.61,4.39,0.0
484021053,8290,53953,178,13.28,86.43,0.29
484021054,22215,10710,25,67.42,32.5,0.08
484021055,378,4433,0,7.86,92.14,0.0
484021056,298,956,0,23.76,76.24,0.0
484021057,2634,3613,24,42.0,57.61,0.38
484021058,15707,3711,148,80.28,18.97,0.76
484021059,741,1951,4,27.49,72.37,0.15
484021060,3419,4011,5,45.99,53.95,0.07
484021061,13297,166,1,98.76,1.23,0.01
484021062,2144,2474,0,46.43,53.57,0.0
484021063,1625,12027,118,11.8,87.34,0.86
484021064,10678,6165,23,63.31,36.55,0.14
484021065,2397,18671,22,11.37,88.53,0.1
484021066,812,5285,13,13.29,86.5,0.21
484021067,4289,13379,3,24.27,75.71,0.02
484021068,6214,422,8,93.53,6.35,0.12
484021069,7463,19654,5,27.52,72.47,0.02
484021070,4996,836,8,85.55,14.32,0.14
484021071,50338,47318,442,51.31,48.24,0.45
484021072,15835,365,16,97.65,2.25,0.1
484021073,988,8153,27,10.78,88.93,0.29
484021074,31550,54278,59,36.73,63.2,0.07
484021075,11813,394,12,96.68,3.22,0.1
484021076,14264,11753,47,54.73,45.09,0.18
484021077,5297,302,0,94.61,5.39,0.0
484021078,14468,298,30,97.78,2.01,0.2
484021079,2399,3054,18,43.85,55.82,0.33
484021080,2476,23,2,99.0,0.92,0.08
484021081,1740,2082,1,45.51,54.46,0.03
484021082,1600,6698,0,19.28,80.72,0.0
484021083,10646,13250,55,44.45,55.32,0.23
484021084,6485,58,0,99.11,0.89,0.0
484021085,18523,59249,223,23.75,75.97,0.29
484021086,8451,2944,49,73.85,25.73,0.43
484021087,5725,6849,25,45.44,54.36,0.2
484021088,3948,276,0,93.47,6.53,0.0
484021089,10384,1000,27,91.0,8.76,0.24
484021090,3666,18726,149,16.26,83.08,0.66
484021091,5093,4205,11,54.71,45.17,0.12
484021092,1938,3067,3,38.7,61.24,0.06
484021093,3177,4021,34,43.93,55.6,0.47
484021094,11696,23248,161,33.32,66.22,0.46
484021095,440,172,0,71.9,28.1,0.0
484021096,548,2451,0,18.27,81.73,0.0
484021097,589,1917,0,23.5,76.5,0.0
484021098,1639,4624,14,26.11,73.67,0.22
484021099,3207,15835,91,16.76,82.76,0.48
484021100,8498,290,45,96.21,3.28,0.51
484021101,2883,287,0,90.95,9.05,0.0
484021102,8342,4830,16,63.25,36.62,0.12
484021103,3212,3016,20,51.41,48.27,0.32
484021104,4295,26373,140,13.94,85.6,0.45
484021105,2334,2495,3,48.3,51.63,0.06
484021106,10968,29066,12,27.39,72.58,0.03
484021107,11066,158,0,98.59,1.41,0.0
484021108,3513,15160,79,18.73,80.84,0.42
484021109,12819,6126,105,67.29,32.16,0.55
484021110,4574,42062,7,9.81,90.18,0.02
484021111,14140,3375,24,80.62,19.24,0.14
484021112,1559,7256,4,17.68,82.28,0.05
484021113,1098,3290,0,25.02,74.98,0.0
484021114,276108,1328888,7672,17.12,82.4,0.48
484021115,2397,51386,235,4.44,95.13,0.44
484021116,10242,10977,53,48.15,51.6,0.25
484021117,1865,13127,36,12.41,87.35,0.24
484021118,7216,20641,47,25.86,73.97,0.17
484021119,51947,95593,394,35.11,64.62,0.27
484021120,4726,842,0,84.88,15.12,0.0
484021121,696,501,1,58.1,41.82,0.08
484021122,1763,8755,8,16.75,83.17,0.08
484021123,3418,173,1,95.16,4.82,0.03
484021124,12439,2566,17,82.81,17.08,0.11
484021125,1100,8082,17,11.96,87.86,0.18
484021126,2430,3767,14,39.12,60.65,0.23
484021127,3184,242,6,92.77,7.05,0.17
484021128,1667,8159,36,16.9,82.73,0.37
484021129,12919,428,6,96.75,3.21,0.04
484021130,681,2730,0,19.96,80.04,0.0
484021131,627,299,0,67.71,32.29,0.0
484021132,31528,115693,663,21.32,78.23,0.45
484021133,389,263,0,59.66,40.34,0.0
484021134,1471,18205,70,7.45,92.2,0.35
484021135,2,504,1,0.39,99.41,0.2
484021136,2330,9519,26,19.62,80.16,0.22
484021137,2582,7136,31,26.48,73.2,0.32
484021138,3658,7415,39,32.92,66.73,0.35
484021139,1249,2317,0,35.03,64.97,0.0
484021140,19968,110962,1194,15.11,83.98,0.9
484021141,889,2408,0,26.96,73.04,0.0
484021142,5768,23189,21,19.9,80.02,0.07
484021143,4321,28829,0,13.03,86.97,0.0
484021144,3885,11824,7,24.72,75.24,0.04
484021145,12195,186,1,98.49,1.5,0.01
484021146,686,37,0,94.88,5.12,0.0
484021147,4615,1373,2,77.05,22.92,0.03
484021148,4047,6644,5,37.84,62.12,0.05
484021149,9994,18663,18,34.85,65.08,0.06
484021150,2093,3643,6,36.45,63.44,0.1
484021151,2041,6714,7,23.29,76.63,0.08
484021152,563,11402,13,4.7,95.19,0.11
484021153,4894,17338,36,21.98,77.86,0.16
484021154,6467,69873,217,8.45,91.27,0.28
484021155,2568,3191,16,44.47,55.26,0.28
484021156,101149,207434,1767,32.59,66.84,0.57
484021157,3755,8238,17,31.27,68.59,0.14
484021158,5325,1137,13,82.24,17.56,0.2
484021159,2955,712,0,80.58,19.42,0.0
484021160,549,2904,0,15.9,84.1,0.0
484021161,9803,11021,20,47.03,52.87,0.1
484021162,3781,149,0,96.21,3.79,0.0
484021163,5794,11921,27,32.66,67.19,0.15
484021164,6491,72459,250,8.2,91.49,0.32
484021165,229,924,0,19.86,80.14,0.0
484021166,4522,3893,6,53.7,46.23,0.07
484021167,9333,367,0,96.22,3.78,0.0
484021168,755,6294,11,10.69,89.15,0.16
484021169,8036,12470,11,39.17,60.78,0.05
484021170,6562,11447,87,36.26,63.26,0.48
484021171,274,3365,1,7.53,92.45,0.03
484021172,18652,7133,27,72.26,27.63,0.1
484021173,4220,1760,28,70.24,29.29,0.47
484021174,17969,80847,176,18.15,81.67,0.18
484021175,7256,6171,3,54.03,45.95,0.02
484021176,1233,7926,5,13.45,86.49,0.05
484021177,21804,29052,136,42.76,56.97,0.27
484021178,10325,4671,76,68.5,30.99,0.5
484021179,9828,19907,62,32.98,66.81,0.21
484021180,3900,35058,75,9.99,89.82,0.19
484021181,1915,5120,5,27.2,72.73,0.07
484021182,747,4268,2,14.89,85.07,0.04
484021183,17102,1884,70,89.75,9.89,0.37
484021184,5249,756,7,87.31,12.57,0.12
484021185,2186,7423,10,22.73,77.17,0.1
484021186,29788,22887,47,56.5,43.41,0.09
484021187,2204,2500,6,46.79,53.08,0.13
484021188,7551,10420,62,41.87,57.78,0.34
484021189,3255,17758,63,15.44,84.26,0.3
484021190,852,281,0,75.2,24.8,0.0
484021191,2943,6343,37,31.57,68.04,0.4
484021192,5427,205,2,96.33,3.64,0.04
484021193,1459,4571,4,24.18,75.75,0.07
484021194,13043,13414,283,48.78,50.16,1.06
484021195,21847,2803,1,88.63,11.37,0.0
484021196,1390,99,0,93.35,6.65,0.0
484021197,31848,43411,176,42.22,57.55,0.23
484021198,427,792,3,34.94,64.81,0.25
484021199,15751,24196,134,39.3,60.37,0.33
484021200,2847,406,0,87.52,12.48,0.0
484021201,2296,878,0,72.34,27.66,0.0
484021202,11960,254,49,97.53,2.07,0.4
484021203,824,5916,1,12.22,87.76,0.01
484021204,6974,530,7,92.85,7.06,0.09
484021205,6102,18520,45,24.74,75.08,0.18
484021206,1687,2614,1,39.21,60.76,0.02
484021207,45160,9385,221,82.46,17.14,0.4
484021208,44250,37222,152,54.21,45.6,0.19
484021209,6037,2092,11,74.16,25.7,0.14
484021210,5166,237,7,95.49,4.38,0.13
484021211,6888,8835,65,43.63,55.96,0.41
484021212,18526,962,51,94.82,4.92,0.26
484021213,9822,1287,22,88.24,11.56,0.2
484021214,13198,4192,21,75.8,24.08,0.12
484021215,4279,75,0,98.28,1.72,0.0
484021216,2225,112,0,95.21,4.79,0.0
484021217,18627,381,0,98.0,2.0,0.0
484022001,32780,29754,87,52.35,47.51,0.14
484022002,2943,22735,8,11.46,88.51,0.03
484022003,2117,10173,10,17.21,82.71,0.08
484022004,20883,44642,50,31.85,68.08,0.08
484022005,8986,54009,0,14.26,85.74,0.0
484022006,13440,189559,497,6.6,93.15,0.24
484022007,19329,23183,74,45.39,54.44,0.17
484022008,10068,24384,75,29.16,70.62,0.22
484022009,4418,21142,105,17.21,82.38,0.41
484022010,6014,11933,4,33.5,66.48,0.02
484022011,23273,197546,118,10.53,89.41,0.05
484022012,14351,58853,85,19.58,80.3,0.12
484022013,3730,14326,76,20.57,79.01,0.42
484022014,74501,921280,5395,7.44,92.02,0.54
484022015,1049,6812,15,13.32,86.49,0.19
484022016,28011,254777,851,9.88,89.82,0.3
484022017,9594,58956,134,13.97,85.84,0.2
484022018,20916,5472,25,79.19,20.72,0.09
484023001,586728,1170874,8213,33.23,66.31,0.47
484024001,340,17499,77,1.9,97.67,0.43
484024002,4036,3244,6,55.39,44.52,0.08
484024003,41978,3161,288,92.41,6.96,0.63
484024004,63,3765,0,1.65,98.35,0.0
484024005,529,16884,3,3.04,96.95,0.02
484024006,315,8724,16,3.48,96.34,0.18
484024007,638,18064,12,3.41,96.53,0.06
484024008,1401,19525,28,6.69,93.18,0.13
484024009,294,4496,5,6.13,93.76,0.1
484024010,5625,42645,221,11.6,87.94,0.46
484024011,4038,41592,6,8.85,91.14,0.01
484024012,17184,1941,70,89.52,10.11,0.36
484024013,52396,118590,314,30.59,69.23,0.18
484024014,13884,1075,22,92.68,7.18,0.15
484024015,1594,19126,21,7.69,92.21,0.1
484024016,33085,40687,312,44.66,54.92,0.42
484024017,2976,20574,69,12.6,87.11,0.29
484024018,13118,1317,89,90.32,9.07,0.61
484024019,580,4661,0,11.07,88.93,0.0
484024020,4249,92668,241,4.37,95.38,0.25
484024021,2607,52423,81,4.73,95.12,0.15
484024022,938,16992,19,5.23,94.67,0.11
484024023,5407,9032,17,37.4,62.48,0.12
484024024,6894,85460,65,7.46,92.47,0.07
484024025,1150,27914,218,3.93,95.33,0.74
484024026,8821,65,11,99.15,0.73,0.12
484024027,1419,8313,13,14.56,85.31,0.13
484024028,48480,817040,4747,5.57,93.88,0.55
484024029,14547,3085,47,82.28,17.45,0.27
484024030,20,4515,5,0.44,99.45,0.11
484024031,9096,2303,7,79.75,20.19,0.06
484024032,598,36801,70,1.6,98.22,0.19
484024033,46,10074,14,0.45,99.41,0.14
484024034,8749,5519,47,61.12,38.55,0.33
484024035,15411,300789,2135,4.84,94.49,0.67
484024036,11630,15918,46,42.15,57.69,0.17
484024037,98103,18359,700,83.73,15.67,0.6
484024038,11431,2162,35,83.88,15.86,0.26
484024039,11214,1614,42,87.13,12.54,0.33
484024040,16790,422,31,97.37,2.45,0.18
484024041,7862,4896,52,61.37,38.22,0.41
484024042,175,7299,18,2.34,97.42,0.24
484024043,57,7093,20,0.79,98.93,0.28
484024044,810,12711,5,5.99,93.97,0.04
484024045,1166,15983,28,6.79,93.05,0.16
484024046,272,8550,0,3.08,96.92,0.0
484024047,249,4729,2,5.0,94.96,0.04
484024048,2095,33776,170,5.81,93.72,0.47
484024049,1378,48232,141,2.77,96.95,0.28
484024050,1250,29587,26,4.05,95.87,0.08
484024051,296,9432,15,3.04,96.81,0.15
484024052,27767,3051,110,89.78,9.86,0.36
484024053,29488,17525,269,62.37,37.06,0.57
484024054,955,24658,92,3.72,95.93,0.36
484025001,89499,346331,578,20.51,79.36,0.13
484025002,2498,39500,42,5.94,93.96,0.1
484025003,808,23870,316,3.23,95.5,1.26
484025004,2497,21019,150,10.55,88.82,0.63
484025005,233,15484,76,1.48,98.04,0.48
484025006,35405,1042006,2418,3.28,96.5,0.22
484025007,12058,15572,123,43.45,56.11,0.44
484025008,2654,41413,151,6.0,93.66,0.34
484025009,9665,46580,136,17.14,82.62,0.24
484025010,34380,57409,82,37.42,62.49,0.09
484025011,27399,243195,144,10.12,89.83,0.05
484025012,33048,443685,414,6.93,92.99,0.09
484025013,4946,108939,288,4.33,95.42,0.25
484025014,2797,46713,69,5.64,94.22,0.14
484025015,168,17125,55,0.97,98.71,0.32
484025016,8160,66277,113,10.95,88.9,0.15
484026001,63,2398,3,2.56,97.32,0.12
484026002,8024,78758,107,9.23,90.64,0.12
484026003,12267,11620,102,51.14,48.44,0.43
484026004,750,8203,14,8.36,91.48,0.16
484026005,218,902,5,19.38,80.18,0.44
484026006,77,2606,1,2.87,97.09,0.04
484026007,3,603,0,0.5,99.5,0.0
484026008,24,927,1,2.52,97.37,0.11
484026009,101,622,1,13.95,85.91,0.14
484026010,118,1047,1,10.12,89.79,0.09
484026011,20,1411,1,1.4,98.53,0.07
484026012,4745,17000,22,21.8,78.1,0.1
484026013,5,1738,2,0.29,99.6,0.11
484026014,6,3062,1,0.2,99.77,0.03
484026015,115,994,0,10.37,89.63,0.0
484026016,243,4496,6,5.12,94.75,0.13
484026017,6959,76315,72,8.35,91.56,0.09
484026018,31996,384940,730,7.66,92.16,0.17
484026019,1801,35660,44,4.8,95.08,0.12
484026020,214,4430,28,4.58,94.82,0.6
484026021,89,1675,15,5.0,94.15,0.84
484026022,3,834,4,0.36,99.17,0.48
484026023,25,5612,12,0.44,99.35,0.21
484026024,6,720,1,0.83,99.04,0.14
484026025,2757,44669,119,5.8,93.95,0.25
484026026,60301,18744,77,76.21,23.69,0.1
484026027,270,8356,19,3.12,96.66,0.22
484026028,7,969,0,0.72,99.28,0.0
484026029,26736,135836,217,16.42,83.44,0.13
484026030,50114,838816,1194,5.63,94.24,0.13
484026031,127,1013,4,11.1,88.55,0.35
484026032,109,758,0,12.57,87.43,0.0
484026033,50161,23680,38,67.9,32.05,0.05
484026034,27,880,0,2.98,97.02,0.0
484026035,1070,10075,49,9.56,90.0,0.44
484026036,3625,27789,53,11.52,88.31,0.17
484026037,36,1032,1,3.37,96.54,0.09
484026038,46,4904,2,0.93,99.03,0.04
484026039,282,5165,21,5.16,94.46,0.38
484026040,181,1285,7,12.29,87.24,0.48
484026041,1081,12460,19,7.97,91.89,0.14
484026042,73040,83725,190,46.54,53.34,0.12
484026043,11821,238034,722,4.72,94.99,0.29
484026044,91,241,0,27.41,72.59,0.0
484026045,560,1803,3,23.67,76.2,0.13
484026046,6,475,0,1.25,98.75,0.0
484026047,1616,7057,9,18.61,81.28,0.1
484026048,4410,68294,97,6.06,93.81,0.13
484026049,1853,1059,3,63.57,36.33,0.1
484026050,126,1315,1,8.74,91.19,0.07
484026051,673,3892,9,14.71,85.09,0.2
484026052,380,4670,0,7.52,92.48,0.0
484026053,8,338,1,2.31,97.41,0.29
484026054,57,453,0,11.18,88.82,0.0
484026055,6509,181999,781,3.44,96.15,0.41
484026056,3864,6092,19,38.74,61.07,0.19
484026057,71,1345,6,4.99,94.59,0.42
484026058,71,15296,43,0.46,99.26,0.28
484026059,105,1493,5,6.55,93.14,0.31
484026060,171,1746,0,8.92,91.08,0.0
